세부사업 코드,세부사업명,기관,지역,구분,분야(추정),성격,예산현액(억 원),집행액(억 원),온통청년 대응,대응 정책번호,대응 정책명,가장 가까운 후보,후보 유사도
3160000201830021,청년지원 기반 구축 사업,서울구로구,서울,지방,정책기반,대상자 지원,0.4,0.06,있음,,,청년예술지원사업,0.787
3180000202530021,청년 평일 야간 및 주말 일자리 사업,서울영등포구,서울,지방,취업·일경험,기타,0.4,0.26,있음,,,미래 청년 일자리 사업,0.729
531000020183002D,진주대학생 체육 리그전,경남진주시,경남,지방,교육·역량,기타,0.4,0.0,찾지 못함,,,진주시 대학생 행정인턴사업,0.52
5340000202330098,청년 농업인 농업기반시설 지원,경남사천시,경남,지방,창업·농어업,기반·운영,0.4,0.38,있음,,,청년농업인 영농정착지원,0.787
534000020193003C,청년구직활동수당 지원사업,경남사천시,경남,지방,금융·생활안정,대상자 지원,0.4,0.36,있음,,,사천시 청년면접수당 지원사업,0.76
5380000202130032,청년 면접정장 대여사업,경남양산시,경남,지방,취업·일경험,기타,0.4,0.24,있음,,,양산시 청년 면접정장 지원사업 「청년날개 FIT」,1.02
64100002025301B7,경기북부 청년 서포터즈 운영(자체/직접),경기본청,경기,지방,참여·권리,기타,0.4,0.28,찾지 못함,,,경기도 청년참여기구 운영,0.564
374000020213014E,청년 마인드링크 사업운영(국비),경기수원시,경기,지방,정책기반,기타,0.4,0.34,찾지 못함,,,청년농업인 경쟁력제고 사업,0.555
3990000201930205,청년 축제 운영,경기남양주시,경기,지방,문화·건강,기반·운영,0.4,0.02,찾지 못함,,,경기도 청년참여기구 운영,0.691
3900000201930143,청년 면접정장 대여 사업,경기광명시,경기,지방,취업·일경험,기타,0.4,0.11,찾지 못함,,,경기도 청년 면접수당,0.691
559000020263014F,사회연대경제 청년 일경험 시범사업,경기양주시,경기,지방,취업·일경험,대상자 지원,0.4,0.06,있음,,,사회연대경제 청년 일경험 시범 지원,1.0
3650000202530073,청년공간 운영 지원,대전중구,대전,지방,정책기반,기반·운영,0.4,0.4,찾지 못함,,,청년도전지원사업,0.62
3650000202630049,청년 창업  원스톱 지원,대전중구,대전,지방,창업·농어업,대상자 지원,0.4,0.09,찾지 못함,,,청년도전지원사업,0.591
3680000202530065,청년고독사 고위험군 지원,대전대덕구,대전,지방,금융·생활안정,대상자 지원,0.4,0.4,찾지 못함,,,청년도전지원사업,0.541
505000020233028D,청년 전세보증금반환보증 보증료 지원사업,경북경주시,경북,지방,주거,대상자 지원,0.4,0.12,있음,,,전세보증금반환보증 보증료 지원,0.923
506000020243010E,청년 신혼부부 월세 지원사업(보조),경북김천시,경북,지방,주거,대상자 지원,0.4,0.25,있음,20250827005400211525,청년 신혼부부 월세 지원사업,청년 신혼부부 월세 지원사업,1.12
507000020263001F,안동 청년 취업 올인원 지원사업,경북안동시,경북,지방,취업·일경험,대상자 지원,0.4,0.22,있음,,,2025년 청년도전 지원사업,0.752
51100002024300C1,[도]청년 신혼부부 월세 지원사업,경북상주시,경북,지방,주거,대상자 지원,0.4,0.17,있음,20250827005400211525,청년 신혼부부 월세 지원사업,청년 신혼부부 월세 지원사업,1.12
5100000201730090,도)자립준비청년자립정착금지원,경북영천시,경북,지방,금융·생활안정,대상자 지원,0.4,0.1,있음,,,자립준비청년 자립정착금 지원,1.083
5100000202430114,청년의날기념행사개최,경북영천시,경북,지방,정책기반,기반·운영,0.4,0.4,있음,,,청년 화합소통행사 개최지원,0.72
5150000202530089,청년정책협의체운영,경북의성군,경북,지방,참여·권리,기반·운영,0.4,0.4,찾지 못함,,,청춘가 청년주거지 운영,0.541
521000020193003D,자립준비청년자립정착금지원,경북성주군,경북,지방,금융·생활안정,대상자 지원,0.4,0.05,있음,20260330005400212328,자립준비청년 자립정착금 지원,자립준비청년 자립정착금 지원,1.12
52200002025301BC,청년 이사비 지원사업,경북칠곡군,경북,지방,주거,대상자 지원,0.4,0.16,있음,,,2025년 청년도전 지원사업,0.826
518000020223006A,청년월세지원사업(국고보조),경북영덕군,경북,지방,주거,대상자 지원,0.4,0.12,있음,,,청년 신혼부부 월세 지원사업,0.92
3620000202530081,아이맘교통비지원(청년미래정책관),전남광주북구,광주,지방,정책기반,대상자 지원,0.4,0.19,있음,,,광주형 대중교통비 지원(광주G-패스),0.745
46400002016300C7,대학일자리플러스센터사업(국가직접지원),전북전주시,전북,지방,취업·일경험,대상자 지원,0.4,0.4,찾지 못함,,,,
4720000202030022,대학일자리지원사업,전북완주군,전북,지방,취업·일경험,대상자 지원,0.4,0.4,있음,,,청년나래 일자리 지원사업,0.82
478100020263011F,청년1번가,전북고창군,전북,지방,정책기반,기타,0.4,0.01,찾지 못함,,,전북형 청년취업 지원,0.52
3550000202330003,자립준비청년 자립정착금 지원,인천계양구,인천,지방,금융·생활안정,대상자 지원,0.4,0.28,있음,20250718005400211453,자립준비청년 자립정착금 지원,자립준비청년 자립정착금 지원,1.12
35600002026301B4,자립준비청년 자립정착금 지원(검단),인천서해구,인천,지방,금융·생활안정,대상자 지원,0.4,0.5,찾지 못함,,,자립준비청년 자립정착금 지원,0.65
4390000202330107,청년 입영지원금 지원,충북충주시,충북,지방,정책기반,대상자 지원,0.4,0.21,있음,20250313005400210609,충주시 청년 입영지원금,충주시 청년 입영지원금,1.12
6530000202530173,청년농업인 영농정착 선발운영비(지원)(국고),강원본청,강원,지방,창업·농어업,기반·운영,0.39,0.39,있음,,,청년농업인 영농정착 지원,1.02
42310002023301F5,청년 취업준비 쿠폰 지원(도직접지원),강원속초시,강원,지방,취업·일경험,대상자 지원,0.39,0.39,찾지 못함,,,청년농업인 육성지원,0.646
3290000201930037,청년희망챌린지 사업 지원,부산부산진구,부산,지방,정책기반,대상자 지원,0.39,0.39,찾지 못함,,,부산 청년도전 지원사업,0.646
494000020223007E,청년월세 한시 특별지원사업,전남광주영암군,전남,지방,주거,대상자 지원,0.39,0.1,있음,,,청년월세지원,1.02
50000002022300FA,청년월세 한시 특별지원사업,전남광주진도군,전남,지방,주거,대상자 지원,0.39,0.13,있음,,,청년월세지원,1.02
4850000202630019,청년센터 운영,전남광주담양군,전남,지방,정책기반,기반·운영,0.39,0.0,찾지 못함,,,2026년 서구 청년축제 「무한도ZONE」,0.62
3110000201830035,청년지원조직 구성 및 운영,서울은평구,서울,지방,정책기반,대상자 지원,0.39,0.22,찾지 못함,,,청년예술청 운영,0.564
3180000202630013,청년 전문기술 자격증 취득반 운영,서울영등포구,서울,지방,교육·역량,기타,0.39,0.02,찾지 못함,,,청년예술청 운영,0.596
3030000202330047,성동 청년축제,서울성동구,서울,지방,문화·건강,기반·운영,0.39,0.0,찾지 못함,,,청년내일저축계좌(근로능력 있는 수급자의 탈수급 지원),0.549
3700000202430002,청년 자격증 응시료 지원사업,울산남구,울산,지방,교육·역량,대상자 지원,0.39,0.39,있음,20250509005400210801,청년 자격증 응시료 지원사업,청년 자격증 응시료 지원사업,1.12
64800002025300F5,청년 정보플랫폼 운영,경남본청,경남,지방,정책기반,기타,0.39,0.17,있음,20250917005400211719,청년정보플랫폼 운영,청년정보플랫폼 운영,1.12
629000020263003B,광주청년통합플랫폼 운영 (광주),전남광주본청,광주,지방,정책기반,기타,0.39,0.19,찾지 못함,,,광주청년센터 운영,0.653
4690000200831219,청년농업인학습단체 육성,전북정읍시,전북,지방,창업·농어업,기타,0.39,0.37,찾지 못함,,,청년농업인 특화작목 성공모델 육성,0.658
358000020253011A,옹진 미래산업 청년 스마트팜 운영,인천옹진군,인천,지방,창업·농어업,기타,0.39,0.34,찾지 못함,,,인천광역시 청년마음건강센터 운영,0.537
4420000202230052,청년월세 한시 특별지원사업,충북보은군,충북,지방,주거,대상자 지원,0.39,0.02,있음,,,(국토부) 26년 청년월세 지원사업,0.9
44200002026300E7,청년 활성화 공모사업(2026 지방소멸대응기금),충북보은군,충북,지방,정책기반,기타,0.39,0.39,찾지 못함,,,청년4-H회원 창업 성공모델 지원 사업,0.68
4190000202330101,청년축제,강원원주시,강원,지방,문화·건강,기반·운영,0.38,0.0,찾지 못함,,,2025년 청년도전지원사업(원주시),0.62
4291000202330188,청년농업인 정책자금 이차보전 지원사업,강원정선군,강원,지방,창업·농어업,대상자 지원,0.38,0.04,있음,20250618005400211056,청년농업인 정책자금 이차보전 지원,청년농업인 정책자금 이차보전 지원,1.12
434000020233014D,청년농업인 정책자금 이차보전 지원,강원고성군,강원,지방,창업·농어업,대상자 지원,0.38,0.08,있음,20250618005400211056,청년농업인 정책자금 이차보전 지원,청년농업인 정책자금 이차보전 지원,1.12
4500000202430142,청년문화예술패스,충남공주시,충남,지방,문화·건강,대상자 지원,0.38,0.38,있음,20260504005400113122,청년문화예술패스,청년문화예술패스,1.12
3310000202130007,청년정책 활성화,부산남구,부산,지방,정책기반,기타,0.38,0.29,찾지 못함,,,부산 청년 생활인구 유입 활성화(부산온나청년패스),0.676
4930000201930106,청년 취업자 주거비 지원 사업(도비),전남광주해남군,전남,지방,주거,대상자 지원,0.38,0.16,있음,20251124005400211940,청년 취업자 주거비 지원사업,청년 취업자 주거비 지원사업,1.12
4870000202130089,청년부부 결혼축하금 지원사업,전남광주구례군,전남,지방,금융·생활안정,대상자 지원,0.38,0.22,찾지 못함,,,전남 청년 희망 일자리 지원사업,0.62
48600002022300C3,청년 유토피아 조성,전남광주곡성군,전남,지방,정책기반,기반·운영,0.38,0.0,찾지 못함,,,전남형 청년마을 조성사업,0.653
484000020183000A,청년정책 사업추진,전남광주광양시,전남,지방,정책기반,기타,0.38,0.32,있음,,,청년정책 서포터즈 2기,0.92
48800002024300A9,청년 프로젝트‘고흥! 3달 살아보고 정착하고’,전남광주고흥군,전남,지방,정책기반,기타,0.38,0.38,찾지 못함,,,[22개 시·군] 2026 청년 잡업 프로젝트 자격증 취득 온라인 수강권 지원사업,0.444
32000002020300EE,관악 청년 문화존 운영,서울관악구,서울,지방,문화·건강,기타,0.38,0.32,있음,,,서울청년문화패스,0.735
30800002023300AC,서울형 매력일자리 청년취업컨설팅매니저 지원,서울강북구,서울,지방,취업·일경험,대상자 지원,0.38,0.28,있음,,,서울 매력일자리,1.02
32000002020300F1,제8회 관악청년축제,서울관악구,서울,지방,문화·건강,기반·운영,0.38,0.22,찾지 못함,,,청년내일저축계좌(근로능력 있는 수급자의 탈수급 지원),0.473
3210000202630035,서리풀청년아트센터 운영,서울서초구,서울,지방,정책기반,기반·운영,0.38,0.38,있음,,,서울광역청년센터 운영,0.752
371000020243000E,나함께산다 청년가구 지원사업,울산동구,울산,지방,정책기반,대상자 지원,0.38,0.36,있음,,,울산 청년가구 주거비 지원사업,0.787
5350000202430173,경남청년여성 일경험 지원 사업,경남김해시,경남,지방,취업·일경험,대상자 지원,0.38,0.38,있음,,,청년 일경험 지원,0.953
567000020223017D,자립준비청년 대학생활안정자금 지원,경남창원시,경남,지방,교육·역량,대상자 지원,0.38,0.32,있음,20250916005400211697,자립준비청년 대학생활안정자금 지원,자립준비청년 대학생활안정자금 지원,1.12
53500002022301A9,보호종료아동 대학생활안정자금 지원,경남김해시,경남,지방,교육·역량,대상자 지원,0.38,0.2,있음,,,자립준비청년 대학생활안정자금 지원,0.745
5460000202430090,청년사업자 임차료 지원,경남함양군,경남,지방,정책기반,대상자 지원,0.38,0.11,있음,20251117005400211897,2025년 함양군 청년사업자 임차료 지원사업,2025년 함양군 청년사업자 임차료 지원사업,1.12
3910000202630197,고향사랑청년 주말인턴(고향사랑기금),경기평택시,경기,지방,취업·일경험,대상자 지원,0.38,0.23,찾지 못함,,,경기 고립은둔청년 지원,0.495
374000020213019D,경기청년공간 운영(도비),경기수원시,경기,지방,정책기반,기반·운영,0.38,0.38,찾지 못함,,,경기도 청년참여기구 운영,0.691
4080000202430113,생활밀착형 청년문화공간 운영,경기안성시,경기,지방,문화·건강,기반·운영,0.38,0.33,찾지 못함,,,경기도 청년참여기구 운영,0.501
